Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2008-01-02,5.863435745239258,6.026543551603057,5.794522245033599,5.996751013768177,1079178800
2008-01-03,5.866144180297852,5.940174506705729,5.798734595917376,5.880589435630367,842066400
2008-01-04,5.418351650238037,5.808063786439665,5.383443486369674,5.761418851876226,1455832000
2008-01-07,5.345827579498291,5.525185531611279,5.122833710071614,5.4544651548425245,2072193200
2008-01-08,5.15352725982666,5.49087690222637,5.139985235785241,5.42105897706671,1523816000
2008-01-09,5.3987932205200195,5.401802248253764,5.064753775325919,5.155034652163109,1813882000
2008-01-10,5.357263088226318,5.446942065625608,5.278718998395708,5.3440220020997415,1482975200
2008-01-11,5.196863651275635,5.352146962631581,5.115912025718678,5.296473333553931,1232285600
2008-01-14,5.380133152008057,5.39939269020778,5.271494795588945,5.342215157703718,1100450400
2008-01-15,5.08702278137207,5.393375026608356,4.955212198873988,5.348235197733623,2343278000
2008-01-16,4.804142951965332,5.086119227900091,4.7156677449075595,4.972365619850348,2213845200
2008-01-17,4.841758728027344,4.9762773836244305,4.767427845196755,4.860417186696556,1757859600
2008-01-18,4.855902194976807,4.988013284435445,4.803238405249424,4.866434792205152,1724343600
2008-01-22,4.683766841888428,4.814373226377131,4.39366516645177,4.455657786446177,2434754000
2008-01-23,4.185116291046143,4.213103170522954,3.7960060530714608,4.098446765365219,3372969600
2008-01-24,4.080690383911133,4.234167983789428,3.97265474096022,4.212801448700529,2005866800
2008-01-25,3.912468671798706,4.185718772174392,3.9004317605268133,4.182709745252861,1554739200
2008-01-28,3.912468671798706,4.008467438824147,3.8053350185299255,3.856795847753553,1474844000
2008-01-29,3.9585120677948,3.9961291263896155,3.8835796970884555,3.946776098380276,1099982800
2008-01-30,3.9777731895446777,4.076179537189908,3.912169225643217,3.953397611218082,1243051600
2008-01-31,4.073469638824463,4.112289659640152,3.89411171659547,3.8956156272728157,1345674400
2008-02-01,4.025019645690918,4.1104850263636745,3.9777724096479954,4.0999524256916065,1010744000
2008-02-04,3.9618237018585205,4.089720844912202,3.954901611921072,4.038862689577726,899234000
2008-02-05,3.892906904220581,4.032541150563949,3.8790635352732896,3.9251069805776053,1141042000
2008-02-06,3.6714186668395996,3.9699475349091475,3.664497383324614,3.937145167199673,1573272400
2008-02-07,3.648547410964966,3.7550791671188812,3.529075514513273,3.610328875750267,2083331600
2008-02-08,3.77614426612854,3.78276460592766,3.6593804688351734,3.6738257232175218,1355972800
2008-02-11,3.8956165313720703,3.9115665062622704,3.8279063827841027,3.852282357710134,1201432400
2008-02-12,3.7574870586395264,3.942261157618407,3.7201705448930142,3.933233273393692,1225980000
2008-02-13,3.894111394882202,3.90554682054391,3.7806583595770653,3.812256552905258,968534000
2008-02-14,3.835731029510498,3.9362439600722614,3.8221881957453836,3.894112753078184,954097200
2008-02-15,3.750563144683838,3.8242925119877307,3.7334102113506655,3.7999173543762845,901300400
2008-02-19,3.6768367290496826,3.8143648499779736,3.6545677534727394,3.7914935866847013,1005046000
2008-02-20,3.7261884212493896,3.7496611551297407,3.661787869990501,3.6774368949677676,967439200
2008-02-21,3.657575845718384,3.8059378753166984,3.6371129349386613,3.7932986759529226,938114800
2008-02-22,3.5949809551239014,3.686766104291817,3.4869444919141865,3.6858636776263567,1529878000
2008-02-25,3.603407859802246,3.616348001060866,3.510719467374521,3.568799430711044,1256774400
2008-02-26,3.5856504440307617,3.644032533054504,3.474003498033369,3.5402096966450043,1504888000
2008-02-27,3.7003085613250732,3.7030166449291593,3.553752621412834,3.557965419126312,1475138000
2008-02-28,3.9094600677490234,3.978374385591814,3.7848725180462273,3.8279061479385073,1618254400
2008-02-29,3.7623021602630615,3.9184875077721046,3.7556814164487218,3.8908015644979876,1255480800
2008-03-03,3.66329288482666,3.7911911694856912,3.5510440282230853,3.7448467799088476,1593043200
2008-03-04,3.750264883041382,3.758089399373846,3.623270178450542,3.671118899874005,1785383600
2008-03-05,3.746352434158325,3.7659137239936733,3.6789428271283167,3.7189670301817896,1221836000
2008-03-06,3.639218807220459,3.8369330196028435,3.635607091533771,3.7499625522897206,1473698800
2008-03-07,3.6789424419403076,3.700910871046944,3.582643529999515,3.6235701557366196,1230462800
2008-03-10,3.601902961730957,3.7153560166880557,3.592272789574821,3.6708176758446163,999588800
2008-03-11,3.832420825958252,3.8363330846659243,3.671420350918937,3.7346171708176374,1163943200
2008-03-12,3.792696952819824,3.8724452304057198,3.7668166617296808,3.8230921919162384,1059629200
2008-03-13,3.8501760959625244,3.8971219906168413,3.701513493534372,3.7346168161238267,1262102800
2008-03-14,3.8101494312286377,3.9211940934061187,3.737623030908525,3.908554497704732,1156640800
2008-03-17,3.8137621879577637,3.8697367697471448,3.68797165846607,3.68797165846607,1072598800
2008-03-18,3.9970312118530273,4.002448585337198,3.8721431344248516,3.887490819090603,1205120000
2008-03-19,3.9022369384765625,4.041269342294192,3.9022369384765625,4.006060228788025,1010536800
2008-03-20,4.0105743408203125,4.011175824815586,3.8874911078929197,3.945872823968618,908787600
2008-03-24,4.1989593505859375,4.238683005043305,4.021708423433348,4.032842505814228,1066920400
2008-03-25,4.242595672607422,4.306393958766481,4.132754329187484,4.211899899307255,1052391200
2008-03-26,4.365377426147461,4.38584114045379,4.232363885845676,4.239285170380455,1182084400
2008-03-27,4.22062873840332,4.372902265608489,4.212804221156481,4.362068720444345,999829600
2008-03-28,4.303685665130615,4.353038690021124,4.26125392465104,4.267272782219588,714610400
2008-03-31,4.318430423736572,4.384937578463616,4.288938832343286,4.31150914099351,768065200
2008-04-01,4.499894618988037,4.503806875554385,4.321741295326456,4.402692501211753,1032567200
2008-04-02,4.438505172729492,4.550152577727041,4.3891521443652435,4.477325601400335,1044968400
2008-04-03,4.5624895095825195,4.623278752267807,4.423758087502352,4.425563744375532,1051568000
2008-04-04,4.606727123260498,4.655779192601901,4.536609057870751,4.579943615791825,854417200
2008-04-07,4.691291332244873,4.805646815426222,4.667818189124434,4.698513157863174,1158326400
2008-04-08,4.5995049476623535,4.708143309904918,4.583856722708588,4.620872292268763,1014294400
2008-04-09,4.557374477386475,4.631103881810674,4.527882876333967,4.613649996937092,873398400
2008-04-10,4.65096378326416,4.6771449992500616,4.532093806311492,4.548043772257262,955763200
2008-04-11,4.427970886230469,4.613347222049841,4.40570112014289,4.59589334410728,1210076000
2008-04-14,4.447232246398926,4.491470050362471,4.349729556595659,4.41683821801929,845087600
2008-04-15,4.465289115905762,4.505614664722899,4.385240305921211,4.495984089221744,698037200
2008-04-16,4.625385284423828,4.637422193150342,4.532696908584541,4.565799412064457,795774000
2008-04-17,4.649160861968994,4.694602440925806,4.614854573242773,4.6395306881851015,704267200
2008-04-18,4.846274375915527,4.8829882074228586,4.766225164958422,4.7884941378444665,1026765600
2008-04-21,5.060538291931152,5.070770347707903,4.867939710588424,4.8814813337661445,1039152800
2008-04-22,4.820994853973389,5.05572467564419,4.7574967097787235,5.037668102815623,1439572400
2008-04-23,4.901947498321533,4.9606301668280235,4.847478031017073,4.936856477916811,1504190800
2008-04-24,5.084012031555176,5.115309688904099,4.790599959372717,4.975675810407414,1696066400
2008-04-25,5.107786178588867,5.149013739490115,5.0081757081541785,5.136976829769919,992474000
2008-04-28,5.183321475982666,5.228762238763953,5.089729857622358,5.108387912366375,787214400
2008-04-29,5.267885684967041,5.286241997730698,5.123435895740577,5.149316183306409,923476400
2008-04-30,5.234781742095947,5.416847767514027,5.203785026782368,5.302191341058819,1139524400
2008-05-01,5.4168477058410645,5.4168477058410645,5.2621666810904175,5.265175708108545,903576800
2008-05-02,5.445135593414307,5.474627190327183,5.3732122583055,5.4225652805398665,1006082000
2008-05-05,5.559189319610596,5.576643601296377,5.448444773123978,5.474626396549057,854557200
2008-05-06,5.617271900177002,5.631114469746499,5.482452697703202,5.5570841248266145,918870400
2008-05-07,5.4947896003723145,5.663615333027016,5.433097920316492,5.598913822533081,1157133600
2008-05-08,5.569121360778809,5.6124559285004345,5.509234935275829,5.530300132502697,899085600
2008-05-09,5.520671844482422,5.544746475107336,5.4580769209131335,5.511944901373955,673072400
2008-05-12,5.662410259246826,5.683776797437065,5.502613239734248,5.573634539088206,818563200
2008-05-13,5.716580867767334,5.761420155446027,5.653384464589581,5.675953977192742,823236400
2008-05-14,5.605233192443848,5.785192591894039,5.584468538178444,5.754798168495917,916823600
2008-05-15,5.709657192230225,5.714773622010381,5.543239427365798,5.621784298734083,873208000
2008-05-16,5.646159648895264,5.726811116953361,5.627501596385592,5.7210928017452805,765769200
2008-05-19,5.525184631347656,5.678360927755576,5.455968980370553,5.653383474482507,945820400
2008-05-20,5.594399452209473,5.602223162221474,5.420458112212268,5.471616786256439,969850000
2008-05-21,5.362377643585205,5.6560910098537605,5.303995941003807,5.587477251238159,1157657200
2008-05-22,5.328070640563965,5.456870956988344,5.176098128107507,5.3945778003712475,1206735600
2008-05-23,5.452057838439941,5.476734755699585,5.350642486749775,5.440020121828923,906917200
2008-05-27,5.610349655151367,5.610349655151367,5.472220486485906,5.4996054855513945,789905200
2008-05-28,5.627804279327393,5.656092106733903,5.528796481611704,5.639841191057468,743979600
2008-05-29,5.618173599243164,5.663615166867298,5.582362203001253,5.620280199233026,647186400
2008-05-30,5.680167198181152,5.703941687873775,5.638939225232242,5.641045825584753,610184400
2008-06-02,5.600419521331787,5.7072510350096834,5.5531718884786905,5.675652834532899,679840000
2008-06-03,5.578449726104736,5.6636149437395815,5.4872664551788235,5.623289004458098,750520400
2008-06-04,5.573033809661865,5.630211751311736,5.514050612530304,5.537824296393229,726983600
